QueryId,DocumentId
307,XIE19970626.0049
307,XIE19971211.0333
307,XIE19970627.0220
307,XIE19990512.0176
307,XIE19980529.0217
307,APW19980609.0760
307,XIE19980818.0211
307,NYT19991024.0124
307,NYT20000218.0336
307,NYT20000510.0227
307,NYT19980605.0307
307,NYT19980726.0133
310,XIE19970830.0001
310,NYT19990503.0188
310,NYT19990809.0225
310,NYT19991025.0333
310,NYT20000726.0313
310,NYT20000328.0130
310,NYT20000503.0455
310,NYT20000503.0464
310,NYT20000712.0085
310,NYT20000712.0216
310,APW20000608.0153
310,APW19981028.1270
310,NYT20000610.0181
310,XIE19960410.0180
310,NYT19991003.0408
310,NYT19991003.0452
310,NYT19981127.0178
310,NYT19991130.0044
310,NYT19991028.0206
310,NYT19990126.0479
310,NYT19990115.0369
310,NYT19990708.0247
310,NYT19990729.0065
310,NYT19990709.0084
310,NYT19990715.0373
310,NYT19990715.0430
310,NYT19990720.0167
310,NYT19991129.0312
310,NYT19991026.0038
310,NYT19990211.0053
310,NYT20000411.0074
310,NYT20000411.0075
310,NYT20000411.0078
310,NYT20000411.0079
310,NYT20000411.0082
310,NYT20000411.0083
310,NYT20000330.0461
310,NYT20000327.0178
310,NYT20000327.0206
310,NYT20000328.0005
310,NYT20000418.0016
310,NYT20000110.0188
310,NYT20000110.0228
310,NYT20000712.0030
310,NYT19980831.0211
310,NYT19980623.0472
310,NYT19981028.0169
310,NYT19981028.0172
310,APW20000210.0137
310,APW20000210.0273
310,APW20000211.0053
310,XIE19991005.0226
310,NYT19990904.0236
310,NYT19990420.0083
310,NYT19990420.0213
310,NYT19990420.0227
310,NYT19990201.0297
310,NYT19990118.0159
310,NYT19990713.0371
310,NYT19990830.0418
310,NYT19990830.0421
310,NYT19990830.0424
310,NYT19990830.0427
310,NYT19990830.0428
310,NYT20000816.0039
310,NYT20000525.0237
310,NYT20000426.0452
310,NYT20000330.0058
310,NYT20000815.0453
310,NYT20000418.0069
310,NYT20000323.0169
310,NYT20000323.0174
310,NYT20000715.0055
310,NYT20000524.0481
310,NYT20000911.0023
310,NYT19980716.0036
310,NYT19980803.0078
310,NYT19981121.0306
310,NYT19981107.0222
310,NYT19980801.0063
310,APW19990102.0036
310,APW19990102.0107
310,APW20000511.0135
310,NYT19990624.0069
310,NYT19990624.0269
310,NYT19990328.0152
310,NYT19990328.0163
310,NYT19990914.0289
310,NYT19990914.0303
310,NYT19990914.0362
310,NYT20000811.0350
310,NYT20000404.0374
310,NYT20000404.0376
310,NYT20000404.0377
310,NYT20000404.0379
310,NYT20000915.0001
310,NYT20000508.0210
310,NYT20000712.0255
310,NYT19981022.0436
310,NYT19981022.0442
314,XIE19980120.0188
314,NYT19990813.0170
314,NYT19990813.0173
314,NYT19990903.0103
314,NYT19990830.0215
314,NYT19990725.0037
314,NYT19991129.0266
314,NYT19990325.0312
314,NYT19990325.0313
314,NYT19990615.0132
314,NYT19990223.0096
314,NYT20000621.0145
314,NYT20000222.0220
314,NYT20000713.0097
314,NYT20000515.0303
314,NYT20000724.0295
314,NYT20000502.0115
314,NYT20000503.0228
314,NYT19980622.0265
314,NYT19980831.0121
314,NYT19980626.0192
314,NYT19980722.0164
314,NYT19980830.0144
314,NYT19981025.0123
314,NYT19981025.0161
314,NYT19981208.0355
314,NYT19981202.0258
314,APW19990207.0034
314,APW19990207.0056
314,APW20000503.0204
314,APW20000404.0176
314,APW19980630.0042
314,XIE19990523.0072
314,XIE20000529.0284
314,XIE20000218.0011
314,XIE20000526.0207
314,XIE20000520.0177
314,XIE19980521.0149
314,XIE20000307.0308
314,XIE20000217.0081
314,XIE20000206.0033
314,XIE20000719.0357
314,XIE19980310.0192
314,XIE19980331.0210
314,XIE19980916.0249
314,NYT19991019.0077
314,NYT19991019.0410
314,NYT19990301.0193
314,NYT19990301.0195
314,NYT19990902.0377
314,NYT19990508.0255
314,NYT19990601.0173
314,NYT19990601.0392
314,NYT19990125.0489
314,NYT19990122.0153
314,NYT19990629.0110
314,NYT19991222.0414
314,NYT19990209.0183
314,NYT19990209.0369
314,NYT19990502.0082
314,NYT19990502.0083
314,NYT19990324.0462
314,NYT19990823.0181
314,NYT19990525.0086
314,NYT19990525.0087
314,NYT19990505.0205
314,NYT19990505.0223
314,NYT19990505.0336
314,NYT19991110.0387
314,NYT19991110.0402
314,NYT19991106.0065
314,NYT19991106.0066
314,NYT19991106.0067
314,NYT19990831.0336
314,NYT19990402.0238
314,NYT19990402.0254
314,NYT19991117.0376
314,NYT19990811.0085
314,NYT19990811.0086
314,NYT19990529.0100
314,NYT19990809.0212
314,NYT19990809.0289
314,NYT19990220.0189
314,NYT19990718.0169
314,NYT19990504.0159
314,NYT19990423.0253
314,NYT19990312.0032
314,NYT19990920.0103
314,NYT19991022.0013
314,NYT19991022.0041
314,NYT19991022.0069
314,NYT19990714.0396
314,NYT19990714.0403
314,NYT19991223.0030
314,NYT19990602.0103
314,NYT19990126.0523
314,NYT19990727.0236
314,NYT19990322.0159
314,NYT19990119.0234
314,NYT19990719.0018
322,NYT19990705.0064
322,NYT19990705.0065
322,NYT19990703.0062
322,NYT19990703.0063
322,NYT19990509.0100
322,NYT19990104.0166
322,NYT20000202.0266
322,NYT19980712.0071
322,XIE19960207.0195
322,NYT19990128.0152
322,NYT19990508.0229
322,NYT19991002.0097
322,NYT19991002.0155
322,NYT19990909.0277
322,NYT19990626.0109
322,NYT19990626.0179
322,NYT19991209.0028
322,NYT19990629.0117
322,NYT19990629.0138
322,NYT19990629.0139
322,NYT19990629.0199
322,NYT19990621.0117
322,NYT19991222.0309
322,NYT19990209.0001
322,NYT19990503.0116
322,NYT19990525.0133
322,NYT19990525.0194
322,NYT19990525.0334
322,NYT19990427.0162
322,NYT19990427.0246
322,NYT19990510.0001
322,NYT19990510.0338
322,NYT19991117.0143
322,NYT19991117.0222
322,NYT19990811.0260
322,NYT19990415.0324
322,NYT19990314.0095
322,NYT19990809.0125
322,NYT19990809.0133
322,NYT19990809.0174
322,NYT19990220.0166
322,NYT19990220.0246
322,NYT19990413.0115
322,NYT19990217.0046
322,NYT19990501.0079
322,NYT19991030.0169
322,NYT19991030.0235
322,NYT19990920.0061
322,NYT19990212.0465
322,NYT19991125.0112
322,NYT19991028.0341
322,NYT19991028.0427
322,NYT19991028.0434
322,NYT19991028.0437
322,NYT19991028.0438
322,NYT19991028.0440
322,NYT19990126.0175
322,NYT19991031.0025
322,NYT19991031.0059
322,NYT19990728.0583
322,NYT19990921.0035
322,NYT19991220.0129
322,NYT19991220.0142
322,NYT19991220.0175
322,NYT19991220.0202
322,NYT19990819.0014
322,NYT19990819.0130
322,NYT19990819.0205
322,NYT19990827.0040
322,NYT19990115.0011
322,NYT19990115.0029
322,NYT19990514.0040
322,NYT19990119.0023
322,NYT19990911.0027
322,NYT19990213.0147
322,NYT19991018.0415
322,NYT19990706.0122
322,NYT19990228.0214
322,NYT19991029.0027
322,NYT19990613.0069
322,NYT19990111.0003
322,NYT19990522.0020
322,NYT19990522.0107
322,NYT19990906.0268
322,NYT19990511.0146
322,NYT19990511.0215
322,NYT19990910.0010
322,NYT19990729.0026
322,NYT19990729.0133
322,NYT19990729.0170
322,NYT19990729.0239
322,NYT19990729.0244
322,NYT19990729.0379
322,NYT19990820.0154
322,NYT19990820.0209
322,NYT19990526.0146
322,NYT19990526.0238
322,NYT19990316.0116
322,NYT19990316.0180
322,NYT19990323.0102
325,NYT19990218.0182
325,NYT19990218.0192
325,NYT19990314.0168
325,NYT19990716.0095
325,NYT19990121.0290
325,NYT19990825.0360
325,NYT20000728.0080
325,NYT20000727.0110
325,NYT20000727.0203
325,NYT20000914.0055
325,NYT20000914.0056
325,NYT20000914.0144
325,NYT20000914.0220
325,NYT19980807.0218
325,APW19990825.0154
325,APW20000906.0042
325,NYT19981121.0206
325,XIE20000423.0046
325,XIE20000423.0047
325,NYT19991215.0139
325,NYT19991229.0231
325,NYT19991229.0242
325,NYT19991110.0169
325,NYT19991110.0170
325,NYT19990815.0120
325,NYT19990312.0122
325,NYT19991030.0143
325,NYT19991011.0006
325,NYT19991011.0030
325,NYT19991011.0290
325,NYT19991108.0429
325,NYT19990911.0120
325,NYT19991119.0378
325,NYT19990111.0473
325,NYT19991103.0386
325,NYT19990210.0358
325,NYT19990804.0366
325,NYT19990826.0330
325,NYT19990319.0194
325,NYT19991102.0228
325,NYT19990817.0097
325,NYT19990320.0276
325,NYT19990730.0092
325,NYT20000831.0261
325,NYT20000628.0218
325,NYT20000408.0057
325,NYT20000408.0058
325,NYT20000224.0151
325,NYT20000401.0111
325,NYT20000327.0369
325,NYT20000325.0098
325,NYT20000328.0340
325,NYT20000328.0346
325,NYT20000410.0031
325,NYT20000410.0032
325,NYT20000608.0091
325,NYT20000118.0152
325,NYT20000617.0198
325,NYT20000522.0224
325,NYT20000326.0109
325,NYT20000326.0114
325,NYT20000907.0320
325,NYT20000111.0258
325,NYT20000705.0267
325,NYT20000329.0107
325,NYT20000329.0142
325,NYT20000919.0134
325,NYT20000324.0396
325,NYT19981010.0042
325,NYT19980618.0141
325,NYT19980825.0246
325,APW19990109.0076
325,APW19990112.0275
325,APW19990107.0305
325,APW19991013.0066
325,APW19991030.0109
325,APW19991030.0179
325,APW19990103.0007
325,APW19990104.0016
325,APW19990104.0159
325,APW19990104.0211
325,APW19990808.0082
325,APW19991001.0206
325,APW19990108.0285
325,APW19990111.0137
325,APW19990110.0071
325,APW19990928.0115
325,APW20000422.0078
325,APW20000413.0119
325,APW20000719.0076
325,APW20000427.0091
325,APW20000221.0160
325,APW20000428.0083
325,APW20000428.0089
325,APW20000428.0135
325,APW20000328.0262
325,APW20000129.0043
325,APW20000129.0044
325,APW20000129.0231
325,APW20000401.0103
330,XIE19980420.0008
330,APW19981114.0398
330,APW19980610.0244
330,APW19980610.0266
330,XIE19960813.0107
330,XIE19990130.0019
330,XIE19990201.0012
330,XIE19990520.0168
330,XIE20000126.0009
330,XIE19980926.0011
330,APW19981116.1347
330,XIE19970920.0073
330,XIE19980820.0200
330,APW19980809.0429
330,APW19980809.0546
330,APW19980904.0375
330,APW19980904.0462
330,APW19981029.0785
330,XIE19971206.0038
330,XIE19970712.0103
330,XIE19971224.0142
330,XIE19971125.0005
330,XIE19971118.0093
330,XIE19960530.0006
330,XIE19960607.0048
330,XIE19960903.0135
330,XIE19960903.0232
330,XIE19960416.0103
330,XIE19960824.0048
330,XIE19991108.0101
330,XIE19990916.0007
330,XIE19990127.0040
330,XIE20000208.0143
330,XIE19980413.0059
330,XIE19980219.0055
330,XIE19980219.0218
330,XIE19980118.0004
330,XIE19980218.0125
330,XIE19980117.0060
330,XIE19981012.0024
330,XIE19980129.0093
330,XIE19980706.0035
330,XIE19980215.0030
330,XIE19981222.0104
330,XIE19980307.0063
330,XIE19980120.0034
330,XIE19981220.0045
330,XIE19981112.0158
330,XIE19981030.0160
330,XIE19980701.0044
330,XIE19981116.0124
330,XIE19980816.0012
330,APW19980605.1535
330,XIE19970912.0011
330,XIE19970616.0124
330,XIE19970526.0079
330,XIE19961218.0106
330,XIE19961209.0033
330,XIE19961007.0025
330,XIE19960203.0085
330,XIE19990716.0031
330,XIE19990413.0115
330,XIE19991118.0016
330,XIE19991023.0110
330,XIE20000928.0064
330,XIE20000911.0061
330,XIE20000218.0276
330,XIE20000408.0076
330,XIE20000812.0089
330,XIE19980428.0023
330,NYT20000415.0128
330,NYT20000919.0205
330,NYT19981207.0468
330,APW20000317.0176
330,APW20000411.0276
330,APW19981211.0540
330,APW19981025.0379
330,APW19981012.0275
330,APW19981012.0288
330,APW19981218.0263
330,APW19980808.0083
330,APW19980808.0112
330,APW19980808.0160
330,APW19980808.0196
330,APW19981109.0140
330,APW19981109.0152
330,XIE19971109.0053
330,XIE19970616.0012
330,XIE19971025.0108
330,XIE19971205.0317
330,XIE19970818.0107
330,XIE19970802.0122
330,XIE19970529.0175
330,XIE19970618.0118
330,XIE19970924.0083
330,XIE19970924.0086
330,XIE19970707.0046
330,XIE19971211.0332
330,XIE19970629.0050
330,XIE19970629.0091
336,NYT20000912.0435
336,NYT20000908.0398
336,NYT19980817.0234
336,XIE20000725.0314
336,APW20000704.0007
336,NYT20000706.0242
336,NYT20000927.0154
336,NYT19991019.0280
336,NYT19991109.0350
336,NYT19990502.0205
336,NYT19990714.0439
336,NYT19990921.0094
336,NYT19990921.0117
336,NYT19990921.0130
336,NYT19990921.0179
336,NYT19990921.0186
336,NYT19990921.0219
336,NYT19990824.0181
336,NYT19990824.0182
336,NYT19991011.0402
336,NYT19991011.0403
336,NYT19991011.0404
336,NYT19991011.0405
336,NYT19991011.0406
336,NYT19990729.0219
336,NYT19991206.0261
336,NYT19990709.0241
336,NYT19990709.0316
336,NYT19990513.0350
336,NYT19991227.0004
336,NYT19990524.0020
336,NYT19990901.0096
336,NYT19990722.0215
336,NYT19990715.0133
336,NYT19990817.0026
336,NYT19990805.0197
336,NYT19990429.0118
336,NYT19990429.0249
336,NYT20000108.0214
336,NYT20000205.0310
336,NYT20000628.0170
336,NYT20000419.0207
336,NYT20000419.0210
336,NYT20000419.0214
336,NYT20000419.0215
336,NYT20000711.0021
336,NYT20000727.0219
336,NYT20000222.0005
336,NYT20000222.0017
336,NYT20000801.0213
336,NYT20000801.0217
336,NYT20000801.0224
336,NYT20000801.0234
336,NYT20000801.0247
336,NYT20000801.0253
336,NYT20000304.0069
336,NYT20000928.0037
336,NYT20000612.0954
336,NYT20000229.0456
336,NYT20000229.0457
336,NYT20000229.0459
336,NYT20000229.0461
336,NYT20000220.0098
336,NYT20000306.0078
336,NYT20000306.0079
336,NYT20000306.0185
336,NYT20000529.0137
336,NYT20000529.0207
336,NYT20000126.0171
336,NYT20000221.0001
336,NYT20000710.0467
336,NYT20000710.0470
336,NYT20000710.0472
336,NYT20000907.0235
336,NYT20000216.0267
336,NYT20000113.0415
336,NYT20000914.0335
336,NYT20000324.0262
336,NYT20000607.0253
336,NYT20000602.0371
336,NYT19980827.0199
336,NYT19981210.0187
336,NYT19981210.0266
336,NYT19980813.0045
336,NYT19980610.0492
336,NYT19980610.0495
336,NYT19981014.0200
336,NYT19980724.0260
336,NYT19980810.0013
336,NYT19980707.0129
336,NYT19980618.0029
336,NYT19981209.0216
336,NYT19980607.0040
336,NYT19980607.0041
336,NYT19980625.0330
336,NYT19981219.0040
336,NYT19981029.0105
336,NYT19981029.0237
336,NYT19981208.0048
336,NYT19981208.0052
341,NYT19990427.0455
341,NYT20000117.0267
341,NYT20000112.0421
341,APW19990913.0145
341,APW19990827.0215
341,APW20000327.0223
341,APW20000728.0129
341,APW19981014.1063
341,APW19980606.0520
341,APW19981229.0756
341,APW19981229.0763
341,APW19981229.0873
341,APW19981229.0961
341,APW19980904.0510
341,XIE19970503.0022
341,XIE19970322.0093
341,XIE19961213.0150
341,XIE19960323.0186
341,XIE19991225.0073
341,XIE20000529.0013
341,XIE20000128.0002
341,XIE20000306.0242
341,XIE20000719.0013
341,XIE20000824.0019
341,XIE19981227.0061
341,XIE19980909.0123
341,XIE19980209.0043
341,XIE19980624.0150
341,NYT19990909.0367
341,NYT19990626.0108
341,NYT19990621.0269
341,NYT19991117.0470
341,NYT19990314.0154
341,NYT19990116.0062
341,NYT19990116.0063
341,NYT19990116.0064
341,NYT19990116.0066
341,NYT19990118.0086
341,NYT19990118.0087
341,NYT19990609.0233
341,NYT19990103.0033
341,NYT19990724.0160
341,NYT19990305.0283
341,NYT19990305.0374
341,NYT19990313.0280
341,NYT19990412.0402
341,NYT20000728.0043
341,NYT20000729.0277
341,NYT20000508.0313
341,NYT20000531.0010
341,NYT20000424.0377
341,NYT20000703.0431
341,NYT20000307.0343
341,NYT19980819.0478
341,NYT19980827.0238
341,NYT19980824.0073
341,NYT19980820.0217
341,NYT19981209.0309
341,NYT19981124.0267
341,NYT19980616.0123
341,NYT19980929.0413
341,NYT19980929.0414
341,APW19990616.0239
341,APW19990314.0006
341,APW19990315.0151
341,APW19990315.0290
341,APW19990803.0253
341,APW19990902.0109
341,APW19990706.0084
341,APW19990923.0097
341,APW19990613.0003
341,APW20000412.0226
341,APW20000208.0353
341,APW20000512.0210
341,APW20000509.0166
341,APW20000720.0142
341,APW20000114.0346
341,APW20000114.0355
341,APW20000817.0083
341,APW20000308.0031
341,APW20000308.0203
341,APW20000731.0164
341,APW20000101.0172
341,APW19981203.0480
341,APW19981203.0523
341,APW19981125.0028
341,APW19981125.0041
341,APW19981125.0046
341,APW19981125.0048
341,APW19980809.0164
341,APW19980809.0191
341,APW19980809.0228
341,APW19980809.0241
341,APW19980809.0292
341,APW19980809.0391
341,APW19980809.0535
341,APW19981124.0074
341,APW19981124.0086
341,APW19981124.0144
341,APW19981124.0162
344,NYT20000313.0424
344,NYT20000323.0330
344,NYT19980812.0217
344,APW20000424.0099
344,APW20000424.0150
344,NYT19990117.0149
344,NYT20000923.0026
344,APW20000324.0046
344,APW20000630.0035
344,NYT19991019.0211
344,NYT19990301.0028
344,NYT19990813.0162
344,NYT19990909.0192
344,NYT19991209.0053
344,NYT19991209.0060
344,NYT19990125.0142
344,NYT19990823.0080
344,NYT19990823.0081
344,NYT19990218.0057
344,NYT19990419.0208
344,NYT19990419.0209
344,NYT19990627.0195
344,NYT19990402.0036
344,NYT19991117.0327
344,NYT19990415.0104
344,NYT19990710.0069
344,NYT19990602.0098
344,NYT19990602.0100
344,NYT19990819.0068
344,NYT19990819.0143
344,NYT19990702.0104
344,NYT19990702.0131
344,NYT19991007.0386
344,NYT19990322.0406
344,NYT19990115.0054
344,NYT19990119.0053
344,NYT19990213.0016
344,NYT19990225.0163
344,NYT19990225.0211
344,NYT19990225.0255
344,NYT19990225.0299
344,NYT19990607.0018
344,NYT19990607.0019
344,NYT19990607.0100
344,NYT19990607.0446
344,NYT19990821.0075
344,NYT19990821.0076
344,NYT19990228.0051
344,NYT19990910.0212
344,NYT19990729.0120
344,NYT19991206.0171
344,NYT19991206.0311
344,NYT19991206.0316
344,NYT19990606.0008
344,NYT19990606.0009
344,NYT19990606.0123
344,NYT19990316.0060
344,NYT19990630.0296
344,NYT19990630.0430
344,NYT19990118.0158
344,NYT19990614.0043
344,NYT19990421.0091
344,NYT19990519.0403
344,NYT19990519.0404
344,NYT19990528.0070
344,NYT19990528.0071
344,NYT19991118.0001
344,NYT19990804.0152
344,NYT19991025.0161
344,NYT19991025.0162
344,NYT19990527.0396
344,NYT19990527.0423
344,NYT19990208.0074
344,NYT19990925.0075
344,NYT19991023.0048
344,NYT19991023.0050
344,NYT19990425.0077
344,NYT19990114.0162
344,NYT19990114.0181
344,NYT19990922.0192
344,NYT19990307.0037
344,NYT19990307.0040
344,NYT19990307.0065
344,NYT19990303.0491
344,NYT19990326.0115
344,NYT19990326.0219
344,NYT19990927.0156
344,NYT19990723.0321
344,NYT19990723.0393
344,NYT19990410.0055
344,NYT19990410.0057
344,NYT19990410.0078
344,NYT19991014.0119
344,NYT19991014.0124
344,NYT19991014.0126
344,NYT19991219.0264
344,NYT19990509.0041
344,NYT19990618.0379
344,NYT19990907.0257
344,NYT19990516.0090
345,XIE19960614.0120
345,NYT19990310.0455
345,NYT19981214.0377
345,APW19990309.0050
345,APW19990309.0308
345,APW19990818.0228
345,APW19990310.0121
345,APW19990310.0178
345,APW20000922.0208
345,APW19981214.0876
345,APW19981214.0898
345,APW19981214.1010
345,XIE19990505.0324
345,XIE20000504.0045
345,XIE19980624.0194
345,NYT19981225.0044
345,XIE19990527.0225
345,NYT19990128.0367
345,NYT19990508.0162
345,NYT19990402.0360
345,NYT19990625.0259
345,NYT19990708.0404
345,NYT19991211.0102
345,NYT19991211.0103
345,NYT19990630.0156
345,NYT19991213.0082
345,NYT19991213.0084
345,NYT19990426.0141
345,NYT19990426.0144
345,NYT19990807.0131
345,NYT19990303.0068
345,NYT19990303.0495
345,NYT19990309.0346
345,NYT19990928.0136
345,NYT19990127.0348
345,NYT20000728.0445
345,NYT20000818.0315
345,NYT20000817.0397
345,NYT20000218.0168
345,NYT20000218.0169
345,NYT20000726.0384
345,NYT20000612.0669
345,NYT20000815.0208
345,NYT20000208.0344
345,NYT20000126.0041
345,NYT20000725.0354
345,NYT20000131.0327
345,NYT20000607.0253
345,NYT19981210.0054
345,NYT19981210.0575
345,NYT19980805.0030
345,NYT19981222.0293
345,NYT19980627.0029
345,NYT19980611.0034
345,NYT19980909.0124
345,NYT19980723.0428
345,NYT19980723.0535
345,NYT19981106.0041
345,NYT19981230.0354
345,NYT19981215.0008
345,NYT19980924.0036
345,NYT19981009.0035
345,NYT19981120.0470
345,NYT19980604.0039
345,APW19990330.0181
345,APW19990616.0241
345,APW19991021.0012
345,APW19991021.0325
345,APW19990930.0037
345,APW19990922.0144
345,APW19990829.0027
345,APW19990829.0127
345,APW19990629.0046
345,APW19990629.0172
345,APW19990629.0188
345,APW19990617.0120
345,APW19990625.0301
345,APW19990422.0236
345,APW19990722.0112
345,APW19990708.0224
345,APW19990113.0282
345,APW19990331.0037
345,APW19990121.0136
345,APW20000930.0090
345,APW20000321.0062
345,APW20000929.0112
345,APW20000315.0042
345,APW20000601.0046
345,APW20000714.0176
345,APW20000531.0173
345,XIE19970730.0241
345,XIE19971231.0204
345,XIE19970826.0058
345,XIE19961220.0065
345,XIE19960520.0058
345,XIE19961019.0114
345,XIE19960515.0170
345,XIE19991208.0264
345,XIE19990705.0229
345,XIE19990829.0055
347,NYT19990411.0214
347,NYT19991228.0036
347,NYT20000313.0258
347,NYT20000531.0217
347,NYT19981228.0291
347,NYT19980611.0110
347,APW19980608.1108
347,XIE19960817.0128
347,XIE19960804.0182
347,XIE19990427.0169
347,XIE19991204.0032
347,XIE19981105.0262
347,XIE19981206.0027
347,NYT20000717.0213
347,NYT19980601.0401
347,NYT19980801.0072
347,APW19981018.0550
347,APW19981022.1020
347,APW19980610.0611
347,XIE19970211.0186
347,XIE19971011.0152
347,XIE19970102.0016
347,XIE19960321.0075
347,XIE19960105.0044
347,XIE19990130.0010
347,XIE19990623.0245
347,XIE19991013.0026
347,XIE19991111.0293
347,XIE19990906.0230
347,XIE19990906.0231
347,XIE20000402.0062
347,XIE19980115.0226
347,NYT19991001.0327
347,NYT19990131.0194
347,NYT19990801.0046
347,NYT19990801.0051
347,NYT19990801.0085
347,NYT19990621.0163
347,NYT19990503.0281
347,NYT19990503.0381
347,NYT19990823.0290
347,NYT19990525.0227
347,NYT19990718.0065
347,NYT19990413.0252
347,NYT19990714.0131
347,NYT19990714.0132
347,NYT19990714.0133
347,NYT19990714.0135
347,NYT19990602.0274
347,NYT19991125.0049
347,NYT19990518.0464
347,NYT19990819.0199
347,NYT19990702.0242
347,NYT19991011.0088
347,NYT19991011.0236
347,NYT19990719.0349
347,NYT19990112.0034
347,NYT19990929.0145
347,NYT19991029.0064
347,NYT19990820.0228
347,NYT19990201.0270
347,NYT19990630.0066
347,NYT19990630.0068
347,NYT19990630.0083
347,NYT19990414.0138
347,NYT19990118.0219
347,NYT19990118.0221
347,NYT19990717.0123
347,NYT19990717.0124
347,NYT19990204.0543
347,NYT19990721.0145
347,NYT19990311.0108
347,NYT19990120.0222
347,NYT19990804.0008
347,NYT19990804.0021
347,NYT19990818.0017
347,NYT19991227.0168
347,NYT19990203.0184
347,NYT19990925.0146
347,NYT19990810.0257
347,NYT19990810.0258
